ID,Std-NIS,NIS,school,fullName,email,gender,grade,POB,birth,age,caturWulan,subjects,midTest,finalTest,mean,finalScore
3874,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,1,Science,66,76,71.0,B
3875,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,2,Science,63,70,66.5,C
3876,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,3,Science,62,70,66.0,C
3877,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,1,Social,55,55,55.0,C
3878,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,2,Social,94,60,77.0,B
3879,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,3,Social,60,75,67.5,C
3880,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,1,Bahasa,100,85,92.5,A
3881,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,2,Bahasa,55,57,56.0,C
3882,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,3,Bahasa,80,50,65.0,C
3883,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,1,English,67,69,68.0,C
3884,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,2,English,98,98,98.0,A
3885,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,3,English,76,52,64.0,C
3886,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,1,Religion,92,80,86.0,A
3887,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,2,Religion,96,88,92.0,A
3888,Std216-Coklat,Std216,SD Coklat,Nadya Septiana Hutapea,n.hutapea@sekolah.edu.id,F,2,Surakarta,2014-05-14,9,3,Religion,52,86,69.0,C
3889,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,Math,74,99,86.5,A
3890,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,Math,80,63,71.5,B
3891,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,Math,80,74,77.0,B
3892,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,Science,60,87,73.5,B
3893,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,Science,85,75,80.0,B
3894,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,Science,53,89,71.0,B
3895,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,Social,77,56,66.5,C
3896,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,Social,68,87,77.5,B
3897,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,Social,60,95,77.5,B
3898,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,Bahasa,50,92,71.0,B
3899,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,Bahasa,81,78,79.5,B
3900,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,Bahasa,74,79,76.5,B
3901,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,English,56,60,58.0,C
3902,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,English,58,61,59.5,C
3903,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,English,74,89,81.5,B
3904,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,1,Religion,66,77,71.5,B
3905,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,2,Religion,63,99,81.0,B
3906,Std217-Coklat,Std217,SD Coklat,Anne Jamal Prawira,a.prawira@sekolah.edu.id,F,2,Medan,2015-05-10,8,3,Religion,68,53,60.5,C
3907,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,Math,93,89,91.0,A
3908,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,Math,81,81,81.0,B
3909,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,Math,87,86,86.5,A
3910,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,Science,52,77,64.5,C
3911,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,Science,95,97,96.0,A
3912,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,Science,93,79,86.0,A
3913,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,Social,54,81,67.5,C
3914,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,Social,84,57,70.5,B
3915,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,Social,69,65,67.0,C
3916,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,Bahasa,52,61,56.5,C
3917,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,Bahasa,71,66,68.5,C
3918,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,Bahasa,98,66,82.0,B
3919,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,English,64,94,79.0,B
3920,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,English,63,99,81.0,B
3921,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,English,100,53,76.5,B
3922,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,1,Religion,55,91,73.0,B
3923,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,2,Religion,88,83,85.5,A
3924,Std218-Coklat,Std218,SD Coklat,Boy Pahlevi da Silva,b.silva@sekolah.edu.id,M,2,Jakarta,2014-04-01,9,3,Religion,89,76,82.5,B
3925,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,Math,96,77,86.5,A
3926,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,Math,99,83,91.0,A
3927,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,Math,53,87,70.0,B
3928,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,Science,84,86,85.0,A
3929,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,Science,87,91,89.0,A
3930,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,Science,74,94,84.0,B
3931,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,Social,90,65,77.5,B
3932,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,Social,78,72,75.0,B
3933,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,Social,67,97,82.0,B
3934,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,Bahasa,90,81,85.5,A
3935,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,Bahasa,74,60,67.0,C
3936,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,Bahasa,52,83,67.5,C
3937,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,English,92,75,83.5,B
3938,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,English,67,89,78.0,B
3939,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,English,59,51,55.0,C
3940,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,1,Religion,64,98,81.0,B
3941,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,2,Religion,94,53,73.5,B
3942,Std219-Coklat,Std219,SD Coklat,Jonathan Reno Silalahi,j.silalahi@sekolah.edu.id,M,2,Payakumbuh,2014-05-02,9,3,Religion,71,85,78.0,B
3943,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,Math,93,92,92.5,A
3944,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,Math,94,68,81.0,B
3945,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,Math,94,84,89.0,A
3946,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,Science,96,75,85.5,A
3947,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,Science,64,98,81.0,B
3948,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,Science,95,80,87.5,A
3949,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,Social,52,55,53.5,C
3950,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,Social,57,63,60.0,C
3951,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,Social,98,85,91.5,A
3952,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,Bahasa,84,72,78.0,B
3953,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,Bahasa,94,59,76.5,B
3954,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,Bahasa,71,52,61.5,C
3955,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,English,59,96,77.5,B
3956,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,English,57,76,66.5,C
3957,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,English,60,96,78.0,B
3958,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,1,Religion,68,94,81.0,B
3959,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,2,Religion,97,93,95.0,A
3960,Std220-Coklat,Std220,SD Coklat,Rini Adrian Abidin,r.abidin@sekolah.edu.id,F,2,Sorong,2015-09-15,8,3,Religion,60,82,71.0,B
3961,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,Math,76,53,64.5,C
3962,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,Math,94,64,79.0,B
3963,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,Math,65,79,72.0,B
3964,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,Science,82,72,77.0,B
3965,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,Science,90,80,85.0,A
3966,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,Science,75,62,68.5,C
3967,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,Social,69,85,77.0,B
3968,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,Social,53,90,71.5,B
3969,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,Social,94,63,78.5,B
3970,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,Bahasa,94,70,82.0,B
3971,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,Bahasa,73,90,81.5,B
3972,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,Bahasa,50,96,73.0,B
3973,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,English,64,71,67.5,C
3974,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,English,67,86,76.5,B
3975,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,English,59,72,65.5,C
3976,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,1,Religion,90,83,86.5,A
3977,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,2,Religion,78,65,71.5,B
3978,Std221-Coklat,Std221,SD Coklat,Aster Ibrahim Abidin,a.abidin@sekolah.edu.id,F,2,Nusantara,2015-12-16,8,3,Religion,85,53,69.0,C
3979,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,Math,95,66,80.5,B
3980,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,Math,61,87,74.0,B
3981,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,Math,53,81,67.0,C
3982,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,Science,61,91,76.0,B
3983,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,Science,82,78,80.0,B
3984,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,Science,92,78,85.0,A
3985,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,Social,98,68,83.0,B
3986,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,Social,71,78,74.5,B
3987,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,Social,97,94,95.5,A
3988,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,Bahasa,60,63,61.5,C
3989,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,Bahasa,86,95,90.5,A
3990,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,Bahasa,89,100,94.5,A
3991,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,English,76,96,86.0,A
3992,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,English,87,62,74.5,B
3993,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,English,84,54,69.0,C
3994,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,1,Religion,76,60,68.0,C
3995,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,2,Religion,94,90,92.0,A
3996,Std222-Coklat,Std222,SD Coklat,Hannah Kenan Sigar,h.sigar@sekolah.edu.id,F,2,Baubau,2014-02-15,10,3,Religion,51,75,63.0,C
3997,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,Math,71,76,73.5,B
3998,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,Math,82,60,71.0,B
3999,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,Math,79,55,67.0,C
4000,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,Science,85,64,74.5,B
4001,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,Science,100,53,76.5,B
4002,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,Science,90,52,71.0,B
4003,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,Social,79,73,76.0,B
4004,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,Social,96,53,74.5,B
4005,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,Social,67,58,62.5,C
4006,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,Bahasa,88,93,90.5,A
4007,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,Bahasa,86,92,89.0,A
4008,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,Bahasa,54,94,74.0,B
4009,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,English,89,84,86.5,A
4010,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,English,84,90,87.0,A
4011,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,English,66,79,72.5,B
4012,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,1,Religion,59,67,63.0,C
4013,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,2,Religion,51,99,75.0,B
4014,Std223-Coklat,Std223,SD Coklat,Joana Victor Hutabarat,j.hutabarat@sekolah.edu.id,F,2,Ambon,2014-11-04,9,3,Religion,64,92,78.0,B
4015,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,Math,65,93,79.0,B
4016,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,Math,50,58,54.0,C
4017,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,Math,75,53,64.0,C
4018,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,Science,88,79,83.5,B
4019,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,Science,73,52,62.5,C
4020,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,Science,69,78,73.5,B
4021,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,Social,70,77,73.5,B
4022,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,Social,74,63,68.5,C
4023,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,Social,84,53,68.5,C
4024,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,Bahasa,78,51,64.5,C
4025,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,Bahasa,63,64,63.5,C
4026,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,Bahasa,76,94,85.0,A
4027,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,English,91,84,87.5,A
4028,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,English,54,66,60.0,C
4029,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,English,72,73,72.5,B
4030,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,1,Religion,99,70,84.5,A
4031,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,2,Religion,96,54,75.0,B
4032,Std224-Coklat,Std224,SD Coklat,Natasya Wibowo Chandra,n.chandra@sekolah.edu.id,F,2,Bogor,2015-01-27,9,3,Religion,55,100,77.5,B
4033,Std225-Coklat,Std225,SD Coklat,Febrianto Kenan Sigarlaki,f.sigarlaki@sekolah.edu.id,M,2,Banjarmasin,2015-11-21,8,1,Math,62,76,69.0,C
